Cell Line,CLO_ID,exact_curie,exact_label,exact_score,exact_match_type,biosyn_curie,biosyn_label,biosyn_score,biosyn_match_type,rag_curie,rag_label,rag_score,rag_match_type
GM12868_female_B-cells,CLO_0022827,CLO:0022827,GM12868 cell,1.0,prefix_truncated,CLO:0022827,GM12868 cell,1.0,prefix_truncated,CLO:0022827,GM12868 cell,1.0,prefix_truncated
GM12869,CLO_0022826,CLO:0022826,GM12869 cell,1.0,exact_pref,CLO:0022826,GM12869 cell,1.0,exact_pref,CLO:0022826,GM12869 cell,1.0,exact_pref
GM12869_female_B-cells,CLO_0022826,CLO:0022826,GM12869 cell,1.0,prefix_truncated,CLO:0022826,GM12869 cell,1.0,prefix_truncated,CLO:0022826,GM12869 cell,1.0,prefix_truncated
GM12870,CLO_0022829,CLO:0022829,GM12870 cell,1.0,exact_pref,CLO:0022829,GM12870 cell,1.0,exact_pref,CLO:0022829,GM12870 cell,1.0,exact_pref
GM12870_male_B-cells,CLO_0022829,CLO:0022829,GM12870 cell,1.0,prefix_truncated,CLO:0022829,GM12870 cell,1.0,prefix_truncated,CLO:0022829,GM12870 cell,1.0,prefix_truncated
GM12871,CLO_0022828,CLO:0022828,GM12871 cell,1.0,exact_pref,CLO:0022828,GM12871 cell,1.0,exact_pref,CLO:0022828,GM12871 cell,1.0,exact_pref
GM12871_male_B-cells,CLO_0022828,CLO:0022828,GM12871 cell,1.0,prefix_truncated,CLO:0022828,GM12871 cell,1.0,prefix_truncated,CLO:0022828,GM12871 cell,1.0,prefix_truncated
GM12872,CLO_0022836,CLO:0022836,GM12872 cell,1.0,exact_pref,CLO:0022836,GM12872 cell,1.0,exact_pref,CLO:0022836,GM12872 cell,1.0,exact_pref
GM12872_male_B-cells,CLO_0022836,CLO:0022836,GM12872 cell,1.0,prefix_truncated,CLO:0022836,GM12872 cell,1.0,prefix_truncated,CLO:0022836,GM12872 cell,1.0,prefix_truncated
GM12873,CLO_0022835,CLO:0022835,GM12873 cell,1.0,exact_pref,CLO:0022835,GM12873 cell,1.0,exact_pref,CLO:0022835,GM12873 cell,1.0,exact_pref
GM12873_female_B-cells,CLO_0022835,CLO:0022835,GM12873 cell,1.0,prefix_truncated,CLO:0022835,GM12873 cell,1.0,prefix_truncated,CLO:0022835,GM12873 cell,1.0,prefix_truncated
GM12874,CLO_0022838,CLO:0022838,GM12874 cell,1.0,exact_pref,CLO:0022838,GM12874 cell,1.0,exact_pref,CLO:0022838,GM12874 cell,1.0,exact_pref
GM12874_male_B-cells,CLO_0022838,CLO:0022838,GM12874 cell,1.0,prefix_truncated,CLO:0022838,GM12874 cell,1.0,prefix_truncated,CLO:0022838,GM12874 cell,1.0,prefix_truncated
GM12875,CLO_0022837,CLO:0022837,GM12875 cell,1.0,exact_pref,CLO:0022837,GM12875 cell,1.0,exact_pref,CLO:0022837,GM12875 cell,1.0,exact_pref
GM12875_female_B-cells,CLO_0022837,CLO:0022837,GM12875 cell,1.0,prefix_truncated,CLO:0022837,GM12875 cell,1.0,prefix_truncated,CLO:0022837,GM12875 cell,1.0,prefix_truncated
GM12878,CLO_0022851,CLO:0022851,GM12878 cell,1.0,exact_pref,CLO:0022851,GM12878 cell,1.0,exact_pref,CLO:0022851,GM12878 cell,1.0,exact_pref
gm12878,CLO_0022851,CLO:0022851,GM12878 cell,1.0,exact_pref,CLO:0022851,GM12878 cell,1.0,exact_pref,CLO:0022851,GM12878 cell,1.0,exact_pref
GM12878 ENCODE,CLO_0022851,CLO:0022851,GM12878 cell,1.0,prefix_truncated,CLO:0022851,GM12878 cell,1.0,prefix_truncated,CLO:0022851,GM12878 cell,1.0,prefix_truncated
GM12878 lymphoblastoid,CLO_0022851,CLO:0022851,GM12878 cell,1.0,prefix_truncated,CLO:0022851,GM12878 cell,1.0,prefix_truncated,CLO:0022851,GM12878 cell,1.0,prefix_truncated
GM12878 Lymphoblastoid Cells,CLO_0022851,CLO:0022851,GM12878 cell,1.0,prefix_truncated,CLO:0022851,GM12878 cell,1.0,prefix_truncated,CLO:0022851,GM12878 cell,1.0,prefix_truncated
GM12878_female_B-cells_lymphoblastoid_cell_line,CLO_0022851,CLO:0022851,GM12878 cell,1.0,prefix_truncated,CLO:0022851,GM12878 cell,1.0,prefix_truncated,CLO:0022851,GM12878 cell,1.0,prefix_truncated
GM12878_high,CLO_0022851,CLO:0022851,GM12878 cell,1.0,prefix_truncated,CLO:0022851,GM12878 cell,1.0,prefix_truncated,CLO:0022851,GM12878 cell,1.0,prefix_truncated
GM12878_Lymphoblastoid,CLO_0022851,CLO:0022851,GM12878 cell,1.0,prefix_truncated,CLO:0022851,GM12878 cell,1.0,prefix_truncated,CLO:0022851,GM12878 cell,1.0,prefix_truncated
GM12878_WT,CLO_0022851,CLO:0022851,GM12878 cell,1.0,prefix_truncated,CLO:0022851,GM12878 cell,1.0,prefix_truncated,CLO:0022851,GM12878 cell,1.0,prefix_truncated
gm12890,CLO_0022858,CLO:0022858,GM12890 cell,1.0,exact_pref,CLO:0022858,GM12890 cell,1.0,exact_pref,CLO:0022858,GM12890 cell,1.0,exact_pref
GM12891,CLO_0022859,CLO:0022859,GM12891 cell,1.0,exact_pref,CLO:0022859,GM12891 cell,1.0,exact_pref,CLO:0022859,GM12891 cell,1.0,exact_pref
gm12891,CLO_0022859,CLO:0022859,GM12891 cell,1.0,exact_pref,CLO:0022859,GM12891 cell,1.0,exact_pref,CLO:0022859,GM12891 cell,1.0,exact_pref
GM12891_male_B-_cells_lymphoblastoid_cell_line,CLO_0022859,CLO:0022859,GM12891 cell,1.0,prefix_truncated,CLO:0022859,GM12891 cell,1.0,prefix_truncated,CLO:0022859,GM12891 cell,1.0,prefix_truncated
GM12892,CLO_0022856,CLO:0022856,GM12892 cell,1.0,exact_pref,CLO:0022856,GM12892 cell,1.0,exact_pref,CLO:0022856,GM12892 cell,1.0,exact_pref
gm12892,CLO_0022856,CLO:0022856,GM12892 cell,1.0,exact_pref,CLO:0022856,GM12892 cell,1.0,exact_pref,CLO:0022856,GM12892 cell,1.0,exact_pref
GM12892_female_B-cells_lymphoblastoid_cell_line,CLO_0022856,CLO:0022856,GM12892 cell,1.0,prefix_truncated,CLO:0022856,GM12892 cell,1.0,prefix_truncated,CLO:0022856,GM12892 cell,1.0,prefix_truncated
GM13976,CLO_0033830,CLO:0033830,GM13976 cell,1.0,exact_pref,CLO:0033830,GM13976 cell,1.0,exact_pref,CLO:0033830,GM13976 cell,1.0,exact_pref
GM13977,CLO_0033829,CLO:0033829,GM13977 cell,1.0,exact_pref,CLO:0033829,GM13977 cell,1.0,exact_pref,CLO:0033829,GM13977 cell,1.0,exact_pref
GM13977_female_B-cells,CLO_0033829,CLO:0033829,GM13977 cell,1.0,prefix_truncated,CLO:0033829,GM13977 cell,1.0,prefix_truncated,CLO:0033829,GM13977 cell,1.0,prefix_truncated
GM15510,CLO_0028068,CLO:0028068,GM15510 cell,1.0,exact_pref,CLO:0028068,GM15510 cell,1.0,exact_pref,CLO:0028068,GM15510 cell,1.0,exact_pref
GM15510_B-cells,CLO_0028068,CLO:0028068,GM15510 cell,1.0,prefix_truncated,CLO:0028068,GM15510 cell,1.0,prefix_truncated,CLO:0028068,GM15510 cell,1.0,prefix_truncated
GM15850,CLO_0027780,CLO:0027780,GM15850 cell,1.0,exact_pref,CLO:0027780,GM15850 cell,1.0,exact_pref,CLO:0027780,GM15850 cell,1.0,exact_pref
GM15850 LCLs (FRDA),CLO_0027780,CLO:0027780,GM15850 cell,1.0,prefix_truncated,CLO:0027780,GM15850 cell,1.0,prefix_truncated,CLO:0027780,GM15850 cell,1.0,prefix_truncated
GM17942,CLO_0016285,CLO:0016285,GM17942 cell,1.0,exact_pref,CLO:0016285,GM17942 cell,1.0,exact_pref,CLO:0016285,GM17942 cell,1.0,exact_pref
GM17942_lymphoblastoid_cell,CLO_0016285,CLO:0016285,GM17942 cell,1.0,prefix_truncated,CLO:0016285,GM17942 cell,1.0,prefix_truncated,CLO:0016285,GM17942 cell,1.0,prefix_truncated
GM18486,CLO_0024943,CLO:0024943,GM18486 cell,1.0,exact_pref,CLO:0024943,GM18486 cell,1.0,exact_pref,CLO:0024943,GM18486 cell,1.0,exact_pref
gm18486,CLO_0024943,CLO:0024943,GM18486 cell,1.0,exact_pref,CLO:0024943,GM18486 cell,1.0,exact_pref,CLO:0024943,GM18486 cell,1.0,exact_pref
GM18486_Lymphoblastoid_Cell_Lines,CLO_0024943,CLO:0024943,GM18486 cell,1.0,prefix_truncated,CLO:0024943,GM18486 cell,1.0,prefix_truncated,CLO:0024943,GM18486 cell,1.0,prefix_truncated
GM18505,CLO_0024913,CLO:0024913,GM18505 cell,1.0,exact_pref,CLO:0024913,GM18505 cell,1.0,exact_pref,CLO:0024913,GM18505 cell,1.0,exact_pref
gm18505,CLO_0024913,CLO:0024913,GM18505 cell,1.0,exact_pref,CLO:0024913,GM18505 cell,1.0,exact_pref,CLO:0024913,GM18505 cell,1.0,exact_pref
GM18505_female_B-cells_Lymphoblastoid_Cell_Lines,CLO_0024913,CLO:0024913,GM18505 cell,1.0,prefix_truncated,CLO:0024913,GM18505 cell,1.0,prefix_truncated,CLO:0024913,GM18505 cell,1.0,prefix_truncated
GM18507,CLO_0024916,CLO:0024916,GM18507 cell,1.0,exact_pref,CLO:0024916,GM18507 cell,1.0,exact_pref,CLO:0024916,GM18507 cell,1.0,exact_pref
GM18508,CLO_0024919,CLO:0024919,GM18508 cell,1.0,exact_pref,CLO:0024919,GM18508 cell,1.0,exact_pref,CLO:0024919,GM18508 cell,1.0,exact_pref
GM18516,CLO_0024892,CLO:0024892,GM18516 cell,1.0,exact_pref,CLO:0024892,GM18516 cell,1.0,exact_pref,CLO:0024892,GM18516 cell,1.0,exact_pref
GM18522,CLO_0024894,CLO:0024894,GM18522 cell,1.0,exact_pref,CLO:0024894,GM18522 cell,1.0,exact_pref,CLO:0024894,GM18522 cell,1.0,exact_pref
GM18526,CLO_0024847,CLO:0024847,GM18526 cell,1.0,exact_pref,CLO:0024847,GM18526 cell,1.0,exact_pref,CLO:0024847,GM18526 cell,1.0,exact_pref
gm18526,CLO_0024847,CLO:0024847,GM18526 cell,1.0,exact_pref,CLO:0024847,GM18526 cell,1.0,exact_pref,CLO:0024847,GM18526 cell,1.0,exact_pref
GM18526_B__cells_Lymphoblastoid_Cell_Lines,CLO_0024847,CLO:0024847,GM18526 cell,1.0,prefix_truncated,CLO:0024847,GM18526 cell,1.0,prefix_truncated,CLO:0024847,GM18526 cell,1.0,prefix_truncated
GM18951,CLO_0026303,CLO:0026303,GM18951 cell,1.0,exact_pref,CLO:0026303,GM18951 cell,1.0,exact_pref,CLO:0026303,GM18951 cell,1.0,exact_pref
gm18951,CLO_0026303,CLO:0026303,GM18951 cell,1.0,exact_pref,CLO:0026303,GM18951 cell,1.0,exact_pref,CLO:0026303,GM18951 cell,1.0,exact_pref
GM18951_B-cells_Lymphoblastoid_Cell_Lines,CLO_0026303,CLO:0026303,GM18951 cell,1.0,prefix_truncated,CLO:0026303,GM18951 cell,1.0,prefix_truncated,CLO:0026303,GM18951 cell,1.0,prefix_truncated
GM19099,CLO_0025875,CLO:0025875,GM19099 cell,1.0,exact_pref,CLO:0025875,GM19099 cell,1.0,exact_pref,CLO:0025875,GM19099 cell,1.0,exact_pref
gm19099,CLO_0025875,CLO:0025875,GM19099 cell,1.0,exact_pref,CLO:0025875,GM19099 cell,1.0,exact_pref,CLO:0025875,GM19099 cell,1.0,exact_pref
GM19099_female_B-cells_Lymphoblastoid_Cell_Lines,CLO_0025875,CLO:0025875,GM19099 cell,1.0,prefix_truncated,CLO:0025875,GM19099 cell,1.0,prefix_truncated,CLO:0025875,GM19099 cell,1.0,prefix_truncated
GM19141,CLO_0025641,CLO:0025641,GM19141 cell,1.0,exact_pref,CLO:0025641,GM19141 cell,1.0,exact_pref,CLO:0025641,GM19141 cell,1.0,exact_pref
GM19193,CLO_0027332,CLO:0027332,GM19193 cell,1.0,exact_pref,CLO:0027332,GM19193 cell,1.0,exact_pref,CLO:0027332,GM19193 cell,1.0,exact_pref
gm19193,CLO_0027332,CLO:0027332,GM19193 cell,1.0,exact_pref,CLO:0027332,GM19193 cell,1.0,exact_pref,CLO:0027332,GM19193 cell,1.0,exact_pref
GM19193_female_B-cells_Lymphoblastoid_Cell_Lines,CLO_0027332,CLO:0027332,GM19193 cell,1.0,prefix_truncated,CLO:0027332,GM19193 cell,1.0,prefix_truncated,CLO:0027332,GM19193 cell,1.0,prefix_truncated
GM19238,CLO_0027146,CLO:0027146,GM19238 cell,1.0,exact_pref,CLO:0027146,GM19238 cell,1.0,exact_pref,CLO:0027146,GM19238 cell,1.0,exact_pref
gm19238,CLO_0027146,CLO:0027146,GM19238 cell,1.0,exact_pref,CLO:0027146,GM19238 cell,1.0,exact_pref,CLO:0027146,GM19238 cell,1.0,exact_pref
GM19238_female_B-cells_lymphoblastoid_cell_lines,CLO_0027146,CLO:0027146,GM19238 cell,1.0,prefix_truncated,CLO:0027146,GM19238 cell,1.0,prefix_truncated,CLO:0027146,GM19238 cell,1.0,prefix_truncated
GM19239,CLO_0027144,CLO:0027144,GM19239 cell,1.0,exact_pref,CLO:0027144,GM19239 cell,1.0,exact_pref,CLO:0027144,GM19239 cell,1.0,exact_pref
gm19239,CLO_0027144,CLO:0027144,GM19239 cell,1.0,exact_pref,CLO:0027144,GM19239 cell,1.0,exact_pref,CLO:0027144,GM19239 cell,1.0,exact_pref
GM19239_male_B-cells_lymphoblastoid_cell_line,CLO_0027144,CLO:0027144,GM19239 cell,1.0,prefix_truncated,CLO:0027144,GM19239 cell,1.0,prefix_truncated,CLO:0027144,GM19239 cell,1.0,prefix_truncated
GM19240,CLO_0027143,CLO:0027143,GM19240 cell,1.0,exact_pref,CLO:0027143,GM19240 cell,1.0,exact_pref,CLO:0027143,GM19240 cell,1.0,exact_pref
gm19240,CLO_0027143,CLO:0027143,GM19240 cell,1.0,exact_pref,CLO:0027143,GM19240 cell,1.0,exact_pref,CLO:0027143,GM19240 cell,1.0,exact_pref
GM19240_B_cells_Lymphoblastoid_Cell_Lines,CLO_0027143,CLO:0027143,GM19240 cell,1.0,prefix_truncated,CLO:0027143,GM19240 cell,1.0,prefix_truncated,CLO:0027143,GM19240 cell,1.0,prefix_truncated
GM20000,CLO_0028368,CLO:0028368,GM20000 cell,1.0,exact_pref,CLO:0028368,GM20000 cell,1.0,exact_pref,CLO:0028368,GM20000 cell,1.0,exact_pref
GM20000_B-cells,CLO_0028368,CLO:0028368,GM20000 cell,1.0,prefix_truncated,CLO:0028368,GM20000 cell,1.0,prefix_truncated,CLO:0028368,GM20000 cell,1.0,prefix_truncated
GM-6114,CLO_0023641,,,0.0,NIL,CLO:0028957,GM20614 cell,0.6943,dense_nn,CLO:0028957,GM20614 cell,0.6943,rag_selected
GP5D,CLO_0003555,CLO:0003555,GP5d cell,1.0,exact_pref,CLO:0003555,GP5d cell,1.0,exact_pref,CLO:0003555,GP5d cell,1.0,exact_pref
GP5d_colon_adenocarcinoma,CLO_0003555,CLO:0003555,GP5d cell,1.0,prefix_truncated,CLO:0003555,GP5d cell,1.0,prefix_truncated,CLO:0003555,GP5d cell,1.0,prefix_truncated
GP5d_colon_adenocarcinoma_SIRAD21,CLO_0003555,CLO:0003555,GP5d cell,1.0,prefix_truncated,CLO:0003555,GP5d cell,1.0,prefix_truncated,CLO:0003555,GP5d cell,1.0,prefix_truncated
GRANTA_519,CLO_0003561,,,0.0,NIL,CLO:0003561,GRANTA-519 cell,0.7515,dense_nn,CLO:0003561,GRANTA-519 cell,0.7515,rag_selected
GRANTA-519,CLO_0003561,CLO:0003561,GRANTA-519 cell,1.0,exact_pref,CLO:0003561,GRANTA-519 cell,1.0,exact_pref,CLO:0003561,GRANTA-519 cell,1.0,exact_pref
GRANT-A519,CLO_0003561,,,0.0,NIL,CLO:0028222,GM15619 cell,0.6052,dense_nn,CLO:0028222,GM15619 cell,0.6052,rag_selected
granulosa cell tumor cell line:KGN,CLO_0051454,,,0.0,NIL,CLO:0004263,HSG cell,0.6489,dense_nn,CLO:0004263,HSG cell,0.6489,rag_selected
GSS,CLO_0050795,,,0.0,NIL,CLO:0009000,SGS cell,0.551,dense_nn,CLO:0009000,SGS cell,0.551,rag_selected
H1,CLO_0037281,,,0.0,NIL,CLO:0037299,H1-neuron,0.6538,dense_nn,CLO:0037299,H1-neuron,0.6538,rag_selected
H-1,CLO_0037281,,,0.0,NIL,CLO:0037218,HL2/3,0.5827,dense_nn,CLO:0037218,HL2/3,0.5827,rag_selected
H1 cells,CLO_0037281,,,0.0,NIL,CLO:0003586,H1HeLa cell,0.9291,dense_nn,CLO:0037281,Line H1 cell,0.8846,rag_selected
H1 Cells,CLO_0037281,,,0.0,NIL,CLO:0003586,H1HeLa cell,0.9291,dense_nn,CLO:0037281,Line H1 cell,0.8846,rag_selected
H1_Cell_Line,CLO_0037281,CLO:0037281,Line H1 cell,1.0,fuzzy,CLO:0037281,Line H1 cell,0.9341,dense_nn,CLO:0037281,Line H1 cell,0.9341,rag_selected
H1_hESC_2,CLO_0037281,,,0.0,NIL,CLO:0037281,Line H1 cell,0.771,dense_nn,CLO:0037281,Line H1 cell,0.771,rag_selected
H1_hESC_3,CLO_0037281,,,0.0,NIL,CLO:0003582,H1.6 cell,0.7691,dense_nn,CLO:0037281,Line H1 cell,0.7674,rag_selected
H1_shLuc,CLO_0037281,,,0.0,NIL,CLO:0037281,Line H1 cell,0.7314,dense_nn,CLO:0037281,Line H1 cell,0.7314,rag_selected
H1_shZNF587,CLO_0037281,,,0.0,NIL,CLO:0004178,Hs 877.T cell,0.608,dense_nn,CLO:0037281,Line H1 cell,0.0,rag_graph_selected
H128,CLO_0007985,,,0.0,NIL,CLO:0007985,NCI-H128 cell,0.6005,dense_nn,CLO:0007985,NCI-H128 cell,0.6005,rag_selected
H1299 WT,CLO_0007986,,,0.0,NIL,CLO:0007986,NCI-H1299 cell,0.6942,dense_nn,CLO:0007986,NCI-H1299 cell,0.6942,rag_selected
H1703 Control-infected,CLO_0008014,,,0.0,NIL,CLO:0008014,NCI-H1703 cell,0.6593,dense_nn,CLO:0008014,NCI-H1703 cell,0.6593,rag_selected
H1703 SMARCA2-infected,CLO_0008014,,,0.0,NIL,CLO:0008014,NCI-H1703 cell,0.7001,dense_nn,CLO:0008014,NCI-H1703 cell,0.7001,rag_selected
H1703 SMARCA4-infected,CLO_0008014,,,0.0,NIL,CLO:0008014,NCI-H1703 cell,0.7032,dense_nn,CLO:0008014,NCI-H1703 cell,0.7032,rag_selected
H1-ESC,CLO_0037281,,,0.0,NIL,CLO:0037299,H1-neuron,0.6685,dense_nn,CLO:0037281,Line H1 cell,0.6231,rag_selected
H1-hESC,CLO_0037281,,,0.0,NIL,CLO:0037281,Line H1 cell,0.7781,dense_nn,CLO:0037281,Line H1 cell,0.7781,rag_selected
H1-hESC_2,CLO_0037281,,,0.0,NIL,CLO:0037281,Line H1 cell,0.7362,dense_nn,CLO:0037281,Line H1 cell,0.7362,rag_selected
H1-hESC_3,CLO_0037281,,,0.0,NIL,CLO:0003582,H1.6 cell,0.7406,dense_nn,CLO:0037281,Line H1 cell,0.731,rag_selected
H2087,CLO_0008048,,,0.0,NIL,CLO:0008051,NCI-H2107 cell,0.6169,dense_nn,CLO:0008048,NCI-H2087 cell,0.6017,rag_selected
H2087_LCC2,CLO_0008048,,,0.0,NIL,CLO:0008048,NCI-H2087 cell,0.6906,dense_nn,CLO:0008048,NCI-H2087 cell,0.6906,rag_selected
H2087_Parental,CLO_0008048,,,0.0,NIL,CLO:0003160,FH 177 cell,0.6609,dense_nn,CLO:0008048,NCI-H2087 cell,0.6335,rag_selected
H2171,CLO_0008060,,,0.0,NIL,CLO:0008060,NCI-H2171 cell,0.6595,dense_nn,CLO:0008060,NCI-H2171 cell,0.6595,rag_selected
H23,CLO_0008071,,,0.0,NIL,CLO:0037218,HL2/3,0.6086,dense_nn,CLO:0008071,NCI-H23 cell,0.5985,rag_selected
H295R,CLO_0008082,,,0.0,NIL,CLO:0008082,NCI-H295R cell,0.6752,dense_nn,CLO:0008082,NCI-H295R cell,0.6752,rag_selected
H295R_adrenal_cortex_carcinoma,CLO_0008082,,,0.0,NIL,CLO:0008082,NCI-H295R cell,0.736,dense_nn,CLO:0008082,NCI-H295R cell,0.736,rag_selected
H295R_adrenal_cortex_carcinoma_SF1,CLO_0008082,,,0.0,NIL,CLO:0009130,SR95F cell,0.7233,dense_nn,CLO:0009130,SR95F cell,0.7233,rag_selected
H3122 DMSO,CLO_0037033,,,0.0,NIL,CLO:0008913,S1391 cell,0.5765,dense_nn,CLO:0037033,NCI-H3122 cell,0.5639,rag_selected
H3122_LR,CLO_0037033,,,0.0,NIL,CLO:0037033,NCI-H3122 cell,0.629,dense_nn,CLO:0037033,NCI-H3122 cell,0.629,rag_selected
H3122_LR_Pano,CLO_0037033,,,0.0,NIL,CLO:0037033,NCI-H3122 cell,0.6626,dense_nn,CLO:0037033,NCI-H3122 cell,0.6626,rag_selected
H3122_untreated,CLO_0037033,,,0.0,NIL,CLO:0037033,NCI-H3122 cell,0.5955,dense_nn,CLO:0037033,NCI-H3122 cell,0.5955,rag_selected
H358,CLO_0008085,,,0.0,NIL,CLO:0003724,HF 358.We cell,0.6093,dense_nn,CLO:0008085,NCI-H358 cell,0.5924,rag_selected
H441,CLO_0008087,,,0.0,NIL,CLO:0008087,NCI-H441 cell,0.6748,dense_nn,CLO:0008087,NCI-H441 cell,0.6748,rag_selected
H69,CLO_0008105,CLO:0003609,H69 cell,1.0,exact_pref,CLO:0003609,H69 cell,1.0,exact_pref,CLO:0003609,H69 cell,1.0,exact_pref
H69_TGF beta_16h_1,CLO_0008105,CLO:0003609,H69 cell,1.0,prefix_truncated,CLO:0003609,H69 cell,1.0,prefix_truncated,CLO:0003609,H69 cell,1.0,prefix_truncated
H69_TGF beta_16h_2,CLO_0008105,CLO:0003609,H69 cell,1.0,prefix_truncated,CLO:0003609,H69 cell,1.0,prefix_truncated,CLO:0003609,H69 cell,1.0,prefix_truncated
H69_TGF Vehicle_1,CLO_0008105,CLO:0003609,H69 cell,1.0,prefix_truncated,CLO:0003609,H69 cell,1.0,prefix_truncated,CLO:0003609,H69 cell,1.0,prefix_truncated
H69_TGF Vehicle_2,CLO_0008105,CLO:0003609,H69 cell,1.0,prefix_truncated,CLO:0003609,H69 cell,1.0,prefix_truncated,CLO:0003609,H69 cell,1.0,prefix_truncated
H69M,CLO_0008105,,,0.0,NIL,CLO:0003609,H69 cell,0.6521,dense_nn,CLO:0003609,H69 cell,0.6521,rag_selected
H82,CLO_0008118,,,0.0,NIL,CLO:0008118,NCI-H82 cell,0.6199,dense_nn,CLO:0008118,NCI-H82 cell,0.6199,rag_selected
H9,CLO_0003612,CLO:0003612,H9 cell,1.0,exact_pref,CLO:0003612,H9 cell,1.0,exact_pref,CLO:0003612,H9 cell,1.0,exact_pref
H9 cells,CLO_0003612,CLO:0003612,H9 cell,1.0,prefix_truncated,CLO:0003612,H9 cell,1.0,prefix_truncated,CLO:0003612,H9 cell,1.0,prefix_truncated
H9 Cells,CLO_0003612,CLO:0003612,H9 cell,1.0,prefix_truncated,CLO:0003612,H9 cell,1.0,prefix_truncated,CLO:0003612,H9 cell,1.0,prefix_truncated
H9 UTXKO,CLO_0003612,CLO:0003612,H9 cell,1.0,prefix_truncated,CLO:0003612,H9 cell,1.0,prefix_truncated,CLO:0003612,H9 cell,1.0,prefix_truncated
H9 WT,CLO_0003612,CLO:0003612,H9 cell,1.0,prefix_truncated,CLO:0003612,H9 cell,1.0,prefix_truncated,CLO:0003612,H9 cell,1.0,prefix_truncated
H9 WT_1,CLO_0003612,CLO:0003612,H9 cell,1.0,prefix_truncated,CLO:0003612,H9 cell,1.0,prefix_truncated,CLO:0003612,H9 cell,1.0,prefix_truncated
H9_ Undifferentiated,CLO_0003612,CLO:0003612,H9 cell,1.0,prefix_truncated,CLO:0003612,H9 cell,1.0,prefix_truncated,CLO:0003612,H9 cell,1.0,prefix_truncated
H9_0Dox,CLO_0003612,CLO:0003612,H9 cell,1.0,prefix_truncated,CLO:0003612,H9 cell,1.0,prefix_truncated,CLO:0003612,H9 cell,1.0,prefix_truncated
H9_1,CLO_0003612,CLO:0003612,H9 cell,1.0,prefix_truncated,CLO:0003612,H9 cell,1.0,prefix_truncated,CLO:0003612,H9 cell,1.0,prefix_truncated
H9_Cell_Line,CLO_0003612,CLO:0003612,H9 cell,1.0,prefix_truncated,CLO:0003612,H9 cell,1.0,prefix_truncated,CLO:0003612,H9 cell,1.0,prefix_truncated
H9_ESC,CLO_0003612,CLO:0003612,H9 cell,1.0,prefix_truncated,CLO:0003612,H9 cell,1.0,prefix_truncated,CLO:0003612,H9 cell,1.0,prefix_truncated
H9_Het,CLO_0003612,CLO:0003612,H9 cell,1.0,prefix_truncated,CLO:0003612,H9 cell,1.0,prefix_truncated,CLO:0003612,H9 cell,1.0,prefix_truncated
H9_Mesendoderm 24h_Hydroxyurea,CLO_0003612,CLO:0003612,H9 cell,1.0,prefix_truncated,CLO:0003612,H9 cell,1.0,prefix_truncated,CLO:0003612,H9 cell,1.0,prefix_truncated
H9_Mesendoderm_24h,CLO_0003612,CLO:0003612,H9 cell,1.0,prefix_truncated,CLO:0003612,H9 cell,1.0,prefix_truncated,CLO:0003612,H9 cell,1.0,prefix_truncated
H9_naive,CLO_0003612,CLO:0003612,H9 cell,1.0,prefix_truncated,CLO:0003612,H9 cell,1.0,prefix_truncated,CLO:0003612,H9 cell,1.0,prefix_truncated
H9_Null,CLO_0003612,CLO:0003612,H9 cell,1.0,prefix_truncated,CLO:0003612,H9 cell,1.0,prefix_truncated,CLO:0003612,H9 cell,1.0,prefix_truncated
H9_Null+EZH2,CLO_0003612,CLO:0003612,H9 cell,1.0,prefix_truncated,CLO:0003612,H9 cell,1.0,prefix_truncated,CLO:0003612,H9 cell,1.0,prefix_truncated
H9_primed,CLO_0003612,CLO:0003612,H9 cell,1.0,prefix_truncated,CLO:0003612,H9 cell,1.0,prefix_truncated,CLO:0003612,H9 cell,1.0,prefix_truncated
H9_WT,CLO_0003612,CLO:0003612,H9 cell,1.0,prefix_truncated,CLO:0003612,H9 cell,1.0,prefix_truncated,CLO:0003612,H9 cell,1.0,prefix_truncated
H929,CLO_0008127,,,0.0,NIL,CLO:0008127,NCI-H929 cell,0.6309,dense_nn,CLO:0008127,NCI-H929 cell,0.6309,rag_selected
H929_plasma_cell_myeloma,CLO_0008127,,,0.0,NIL,CLO:0008127,NCI-H929 cell,0.7207,dense_nn,CLO:0008127,NCI-H929 cell,0.7207,rag_selected
HaCaT,CLO_0053179,,,0.0,NIL,CLO:0000138,immortal keratinocyte cell line cell,0.7644,dense_nn,CLO:0000138,immortal keratinocyte cell line cell,0.7644,rag_selected
HACAT,CLO_0053179,,,0.0,NIL,CLO:0000138,immortal keratinocyte cell line cell,0.7644,dense_nn,CLO:0000138,immortal keratinocyte cell line cell,0.7644,rag_selected
HaCaT_keratinocytes,CLO_0053179,,,0.0,NIL,CLO:0000138,immortal keratinocyte cell line cell,0.7984,dense_nn,CLO:0000138,immortal keratinocyte cell line cell,0.7984,rag_selected
HaCaT_keratinocytes_caRAS_TGFB,CLO_0053179,,,0.0,NIL,CLO:0001925,BEAS-2B cell,0.6564,dense_nn,CLO:0001925,BEAS-2B cell,0.6564,rag_abstained
HaCaT_keratinocytes_dnRAS_TGFB,CLO_0053179,,,0.0,NIL,CLO:0008170,NIH EGFR-T17 cell,0.6643,dense_nn,CLO:0008170,NIH EGFR-T17 cell,0.6643,rag_abstained
