entity_text,gold_id,ols_exact,ols_top
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
squalene,CHEBI:15440,CHEBI:15440,CHEBI:15440
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
surfactants,CHEBI:35195,,CHEBI:35195
surfactant,CHEBI:35195,CHEBI:35195,CHEBI:35195
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
7-DHC,CHEBI:17759,,CHEBI:137061
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
Cholesterol,CHEBI:16113,,CHEBI:144064
sterols,CHEBI:15889,,CHEBI:64696
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
7DHC,CHEBI:17759,,
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
sterols,CHEBI:15889,,CHEBI:64696
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
sterols,CHEBI:15889,,CHEBI:64696
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
desmosterol,CHEBI:17737,CHEBI:17737,CHEBI:17737
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
7DHC,CHEBI:17759,,
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
lipid,CHEBI:18059,CHEBI:18059,CHEBI:18059
cyclodextrin,CHEBI:23456,CHEBI:23456,CHEBI:23456
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
Cholesterol,CHEBI:16113,,CHEBI:144064
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
corticosterone,CHEBI:16827,CHEBI:16827,CHEBI:16827
fixative,CHEBI:50913,CHEBI:50913,CHEBI:50913
methanol,CHEBI:17790,CHEBI:17790,CHEBI:17790
acetone,CHEBI:15347,CHEBI:15347,CHEBI:15347
acetic acid,CHEBI:15366,CHEBI:15366,CHEBI:15366
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
ethanol,CHEBI:16236,CHEBI:16236,CHEBI:16236
toluene,CHEBI:17578,CHEBI:17578,CHEBI:17578
xylene,CHEBI:27338,CHEBI:27338,CHEBI:27338
ethanol,CHEBI:16236,CHEBI:16236,CHEBI:16236
sodium citrate,CHEBI:53258,CHEBI:53258,CHEBI:53258
hydrogen peroxide,CHEBI:16240,CHEBI:16240,CHEBI:16240
antigen,CHEBI:59132,CHEBI:59132,CHEBI:59132
bromodeoxyuridine,CHEBI:472552,,CHEBI:472552
BrdU,CHEBI:472552,,CHEBI:472552
histone,CHEBI:15358,CHEBI:15358,CHEBI:15358
BrdU,CHEBI:472552,,CHEBI:472552
BrdU,CHEBI:472552,,CHEBI:472552
BrdU,CHEBI:472552,,CHEBI:472552
Cy2,CHEBI:52302,,CHEBI:52302
Fluorescein,CHEBI:31624,,CHEBI:72498
Tris,CHEBI:9754,CHEBI:9754,CHEBI:27090
NaCl,CHEBI:26710,,CHEBI:132103
Triton X-100,CHEBI:9750,,
DTT,CHEBI:18320,,CHEBI:37568
PMSF,CHEBI:8102,,CHEBI:8102
leupeptin,CHEBI:6426,CHEBI:6426,CHEBI:6426
pepstatin A,CHEBI:7989,CHEBI:7989,CHEBI:7989
reagent,CHEBI:33893,CHEBI:33893,CHEBI:33893
SDS,CHEBI:8984,,CHEBI:8984
nitrocellulose,CHEBI:53325,CHEBI:53325,CHEBI:53325
sterols,CHEBI:15889,,CHEBI:64696
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
sitosterol,CHEBI:27693,CHEBI:27693,CHEBI:27693
campesterol,CHEBI:28623,CHEBI:28623,CHEBI:28623
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
sitosterol,CHEBI:27693,CHEBI:27693,CHEBI:27693
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
sitosterol,CHEBI:27693,CHEBI:27693,CHEBI:27693
sitosterol,CHEBI:27693,CHEBI:27693,CHEBI:27693
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
sterols,CHEBI:15889,,CHEBI:64696
sterols,CHEBI:15889,,CHEBI:64696
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
sterols,CHEBI:15889,,CHEBI:64696
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
sterols,CHEBI:15889,,CHEBI:64696
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
sterols,CHEBI:15889,,CHEBI:64696
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
sitosterol,CHEBI:27693,CHEBI:27693,CHEBI:27693
campesterol,CHEBI:28623,CHEBI:28623,CHEBI:28623
stigmasterol,CHEBI:28824,CHEBI:28824,CHEBI:28824
metabolites,CHEBI:25212,,CHEBI:75772
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
sterols,CHEBI:15889,,CHEBI:64696
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
sterols,CHEBI:15889,,CHEBI:64696
sitosterol,CHEBI:27693,CHEBI:27693,CHEBI:27693
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
sitosterol,CHEBI:27693,CHEBI:27693,CHEBI:27693
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
LXR agonists,CHEBI:86029,,CHEBI:86029
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
sterols,CHEBI:15889,,CHEBI:64696
sterols,CHEBI:15889,,CHEBI:64696
sterols,CHEBI:15889,,CHEBI:64696
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
sitosterol,CHEBI:27693,CHEBI:27693,CHEBI:27693
neomycin,CHEBI:7507,CHEBI:7507,CHEBI:7507
G418,CHEBI:42768,,CHEBI:172916
chow,CHEBI:33290,,
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
campesterol,CHEBI:28623,CHEBI:28623,CHEBI:28623
sitosterol,CHEBI:27693,CHEBI:27693,CHEBI:27693
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
Tris,CHEBI:9754,CHEBI:9754,CHEBI:27090
HCl,CHEBI:17883,,CHEBI:74758
NaCl,CHEBI:26710,,CHEBI:132103
SDS,CHEBI:8984,,CHEBI:8984
NaCl,CHEBI:26710,,CHEBI:132103
solution,CHEBI:75958,CHEBI:75958,CHEBI:75958
solution,CHEBI:75958,CHEBI:75958,CHEBI:75958
EtOH,CHEBI:16236,,CHEBI:16236
EtOH,CHEBI:16236,,CHEBI:16236
MgCl2,CHEBI:6636,,CHEBI:6636
(NH4)2SO4,CHEBI:62946,,CHEBI:62946
Tris,CHEBI:9754,CHEBI:9754,CHEBI:27090
HCl,CHEBI:17883,,CHEBI:74758
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
agarose,CHEBI:2511,CHEBI:2511,CHEBI:2511
nylon,CHEBI:25614,,CHEBI:25614
32P,CHEBI:37972,,
nt,CHEBI:25613,,CHEBI:78372
SYBR Green,CHEBI:51461,,CHEBI:51461
mix,CHEBI:60004,,CHEBI:90855
message,CHEBI:33695,,CHEBI:6783
lipid,CHEBI:18059,CHEBI:18059,CHEBI:18059
isoflurane,CHEBI:6015,CHEBI:6015,CHEBI:6015
Sterol,CHEBI:15889,CHEBI:15889,CHEBI:64696
chow,CHEBI:33290,,
isofluorane,CHEBI:6015,,
NaOH,CHEBI:32145,,CHEBI:32145
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
sterols,CHEBI:15889,,CHEBI:64696
ethyl acetate,CHEBI:27750,CHEBI:27750,CHEBI:27750
5α-cholestane,CHEBI:35515,,CHEBI:137062
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
hexane,CHEBI:29021,CHEBI:29021,CHEBI:29021
sterols,CHEBI:15889,,CHEBI:64696
Tris,CHEBI:9754,CHEBI:9754,CHEBI:27090
sucrose,CHEBI:17992,CHEBI:17992,CHEBI:17992
SDS,CHEBI:8984,,CHEBI:8984
acrylamide,CHEBI:28619,CHEBI:28619,CHEBI:28619
SDS,CHEBI:8984,,CHEBI:8984
nitrocellulose,CHEBI:53325,CHEBI:53325,CHEBI:53325
Tween 20,CHEBI:53424,,CHEBI:53424
T,CHEBI:53424,,
T,CHEBI:53424,,
Tris,CHEBI:9754,CHEBI:9754,CHEBI:27090
Tween-20,CHEBI:53424,,CHEBI:53424
NaCl,CHEBI:26710,,CHEBI:132103
T,CHEBI:53424,,
T,CHEBI:53424,,
NaCl,CHEBI:26710,,CHEBI:132103
Reagent,CHEBI:33893,CHEBI:33893,CHEBI:67126
hematoxylin,CHEBI:51686,,CHEBI:51686
methanol,CHEBI:17790,CHEBI:17790,CHEBI:17790
acetone,CHEBI:15347,CHEBI:15347,CHEBI:15347
solution,CHEBI:75958,CHEBI:75958,CHEBI:75958
Tween-20,CHEBI:53424,,CHEBI:53424
Tween,CHEBI:53422,,CHEBI:65001
Tween,CHEBI:53422,,CHEBI:65001
Alexa 488,CHEBI:52661,,CHEBI:52953
Dapi,CHEBI:51231,CHEBI:51231,CHEBI:51066
solution,CHEBI:75958,CHEBI:75958,CHEBI:75958
Dapi,CHEBI:51231,CHEBI:51231,CHEBI:51066
reagent,CHEBI:33893,CHEBI:33893,CHEBI:33893
CO2,CHEBI:16526,,CHEBI:141770
penicillin,CHEBI:17334,CHEBI:17334,CHEBI:17334
streptomycin,CHEBI:17076,CHEBI:17076,CHEBI:17076
reagent,CHEBI:33893,CHEBI:33893,CHEBI:33893
mixture,CHEBI:60004,CHEBI:60004,CHEBI:60004
mixture,CHEBI:60004,CHEBI:60004,CHEBI:60004
acetone,CHEBI:15347,CHEBI:15347,CHEBI:15347
methanol,CHEBI:17790,CHEBI:17790,CHEBI:17790
lipid,CHEBI:18059,CHEBI:18059,CHEBI:18059
fentanyl,CHEBI:119915,CHEBI:119915,CHEBI:119915
Diazepam,CHEBI:49575,CHEBI:49575,CHEBI:194180
bile salt,CHEBI:22868,CHEBI:22868,CHEBI:22868
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
phospholipid,CHEBI:16247,CHEBI:16247,CHEBI:16247
lipid,CHEBI:18059,CHEBI:18059,CHEBI:18059
bile salt,CHEBI:22868,CHEBI:22868,CHEBI:22868
bile salt,CHEBI:22868,CHEBI:22868,CHEBI:22868
lipid,CHEBI:18059,CHEBI:18059,CHEBI:18059
Sterol,CHEBI:15889,CHEBI:15889,CHEBI:64696
HMG-CoA,CHEBI:11814,,CHEBI:15467
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
sucrose,CHEBI:17992,CHEBI:17992,CHEBI:17992
Tris,CHEBI:9754,CHEBI:9754,CHEBI:27090
disodium EDTA,CHEBI:64734,,CHEBI:64734
DTT,CHEBI:18320,,CHEBI:37568
dipotassium phosphate,CHEBI:32031,,CHEBI:131527
KCl,CHEBI:32588,,CHEBI:32588
DTT,CHEBI:18320,,CHEBI:37568
disodium EDTA,CHEBI:64734,,CHEBI:64734
glycerol,CHEBI:17754,CHEBI:17754,CHEBI:17754
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
mixture,CHEBI:60004,CHEBI:60004,CHEBI:60004
K2HPO4,CHEBI:32031,,CHEBI:131527
DTT,CHEBI:18320,,CHEBI:37568
nicotinamide,CHEBI:17154,CHEBI:17154,CHEBI:17154
14C,CHEBI:36927,,CHEBI:65384
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
β-cyclodextrin,CHEBI:495055,,CHEBI:133151
NADP+,CHEBI:18009,,CHEBI:145410
glucose-6-phosphate,CHEBI:14314,,CHEBI:57584
glucose-6-phosphate,CHEBI:14314,,CHEBI:57584
KOH,CHEBI:32035,,CHEBI:207896
hydroxytoluene,CHEBI:24751,CHEBI:24751,CHEBI:24751
ethanolic,CHEBI:16236,,CHEBI:62865
potassium hydroxide,CHEBI:32035,CHEBI:32035,CHEBI:32035
3H,CHEBI:29238,,CHEBI:44995
7α-hydroxycholesterol,CHEBI:17500,,CHEBI:86146
sterols,CHEBI:15889,,CHEBI:64696
n-hexane,CHEBI:29021,,CHEBI:52670
n-hexane,CHEBI:29021,,CHEBI:52670
2-propanol,CHEBI:17824,,CHEBI:64198
silica,CHEBI:30563,,CHEBI:46729
n-hexane,CHEBI:29021,,CHEBI:52670
2-propanol,CHEBI:17824,,CHEBI:64198
7α-hydroxycholesterol,CHEBI:17500,,CHEBI:86146
n-hexane,CHEBI:29021,,CHEBI:52670
2-propanol,CHEBI:17824,,CHEBI:64198
silica,CHEBI:30563,,CHEBI:46729
Silica,CHEBI:30563,,CHEBI:46729
diethyl ether,CHEBI:35702,CHEBI:35702,CHEBI:35702
HMG-CoA,CHEBI:11814,,CHEBI:15467
message,CHEBI:33695,,CHEBI:6783
Sterol,CHEBI:15889,CHEBI:15889,CHEBI:64696
sterols,CHEBI:15889,,CHEBI:64696
Sterol,CHEBI:15889,CHEBI:15889,CHEBI:64696
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
sterols,CHEBI:15889,,CHEBI:64696
campesterol,CHEBI:28623,CHEBI:28623,CHEBI:28623
sitosterol,CHEBI:27693,CHEBI:27693,CHEBI:27693
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
campesterol,CHEBI:28623,CHEBI:28623,CHEBI:28623
sitosterol,CHEBI:27693,CHEBI:27693,CHEBI:27693
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
sterols,CHEBI:15889,,CHEBI:64696
sterols,CHEBI:15889,,CHEBI:64696
sterols,CHEBI:15889,,CHEBI:64696
esterified cholesterol,CHEBI:17002,,
sitosterol,CHEBI:27693,CHEBI:27693,CHEBI:27693
campesterol,CHEBI:28623,CHEBI:28623,CHEBI:28623
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
sterols,CHEBI:15889,,CHEBI:64696
sterols,CHEBI:15889,,CHEBI:64696
sterols,CHEBI:15889,,CHEBI:64696
triglycerides,CHEBI:17855,,CHEBI:17855
chow,CHEBI:33290,,
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
triglyceride,CHEBI:17855,CHEBI:17855,CHEBI:17855
triglyceride,CHEBI:17855,CHEBI:17855,CHEBI:17855
apolipoproteins,CHEBI:39015,,CHEBI:39015
triglyceride,CHEBI:17855,CHEBI:17855,CHEBI:17855
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
chow,CHEBI:33290,,
HMG-CoA,CHEBI:11814,,CHEBI:15467
HMG-CoA,CHEBI:11814,,CHEBI:15467
HMG-CoA,CHEBI:11814,,CHEBI:15467
Sitosterol,CHEBI:27693,CHEBI:27693,CHEBI:172751
inhibitor,CHEBI:35222,CHEBI:35222,CHEBI:35222
sterols,CHEBI:15889,,CHEBI:64696
bile salts,CHEBI:22868,,CHEBI:22868
bile salts,CHEBI:22868,,CHEBI:22868
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
phospholipids,CHEBI:16247,,CHEBI:77747
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
sterols,CHEBI:15889,,CHEBI:64696
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
phospholipid,CHEBI:16247,CHEBI:16247,CHEBI:16247
bile salt,CHEBI:22868,CHEBI:22868,CHEBI:22868
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
phospholipid,CHEBI:16247,CHEBI:16247,CHEBI:16247
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
tauroursodeoxycholic acid,CHEBI:80774,CHEBI:80774,CHEBI:80774
TUDC,CHEBI:80774,,CHEBI:80774
bile salt,CHEBI:22868,CHEBI:22868,CHEBI:22868
TUDC,CHEBI:80774,,CHEBI:80774
bile salt,CHEBI:22868,CHEBI:22868,CHEBI:22868
TUDC,CHEBI:80774,,CHEBI:80774
phospholipid,CHEBI:16247,CHEBI:16247,CHEBI:16247
phospholipid,CHEBI:16247,CHEBI:16247,CHEBI:16247
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
sitosterol,CHEBI:27693,CHEBI:27693,CHEBI:27693
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
TUDC,CHEBI:80774,,CHEBI:80774
sterols,CHEBI:15889,,CHEBI:64696
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
TUDC,CHEBI:80774,,CHEBI:80774
bile acid,CHEBI:3098,CHEBI:3098,CHEBI:3098
TUDC,CHEBI:80774,,CHEBI:80774
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
sitosterol,CHEBI:27693,CHEBI:27693,CHEBI:27693
campesterol,CHEBI:28623,CHEBI:28623,CHEBI:28623
sterols,CHEBI:15889,,CHEBI:64696
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
sterols,CHEBI:15889,,CHEBI:64696
sterols,CHEBI:15889,,CHEBI:64696
sitosterol,CHEBI:27693,CHEBI:27693,CHEBI:27693
HMG-CoA,CHEBI:11814,,CHEBI:15467
bile acid,CHEBI:3098,CHEBI:3098,CHEBI:3098
sitosterol,CHEBI:27693,CHEBI:27693,CHEBI:27693
sterols,CHEBI:15889,,CHEBI:64696
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
bile acids,CHEBI:3098,CHEBI:138366,CHEBI:138366
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
sitosterol,CHEBI:27693,CHEBI:27693,CHEBI:27693
sitosterol,CHEBI:27693,CHEBI:27693,CHEBI:27693
sitosterol,CHEBI:27693,CHEBI:27693,CHEBI:27693
sitosterol,CHEBI:27693,CHEBI:27693,CHEBI:27693
sterols,CHEBI:15889,,CHEBI:64696
bile salt,CHEBI:22868,CHEBI:22868,CHEBI:22868
phospholipid,CHEBI:16247,CHEBI:16247,CHEBI:16247
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
chow,CHEBI:33290,,
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
triglyceride,CHEBI:17855,CHEBI:17855,CHEBI:17855
triglyceride,CHEBI:17855,CHEBI:17855,CHEBI:17855
SDS,CHEBI:8984,,CHEBI:8984
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
HMG-CoA,CHEBI:11814,,CHEBI:15467
sterols,CHEBI:15889,,CHEBI:64696
Sitosterol,CHEBI:27693,CHEBI:27693,CHEBI:172751
sitosterol,CHEBI:27693,CHEBI:27693,CHEBI:27693
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
sitosterol,CHEBI:27693,CHEBI:27693,CHEBI:27693
sterols,CHEBI:15889,,CHEBI:64696
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
bile salt,CHEBI:22868,CHEBI:22868,CHEBI:22868
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
sitosterol,CHEBI:27693,CHEBI:27693,CHEBI:27693
sitosterol,CHEBI:27693,CHEBI:27693,CHEBI:27693
sterols,CHEBI:15889,,CHEBI:64696
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
chow,CHEBI:33290,,
sitosterol,CHEBI:27693,CHEBI:27693,CHEBI:27693
sitosterol,CHEBI:27693,CHEBI:27693,CHEBI:27693
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
diosgenin,CHEBI:4629,CHEBI:4629,CHEBI:4629
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
diosgenin,CHEBI:4629,CHEBI:4629,CHEBI:4629
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
liver X receptor agonist,CHEBI:86029,CHEBI:86029,CHEBI:86029
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
LXR agonist,CHEBI:86029,,CHEBI:86029
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
sterols,CHEBI:15889,,CHEBI:64696
sterols,CHEBI:15889,,CHEBI:64696
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
sitosterol,CHEBI:27693,CHEBI:27693,CHEBI:27693
sitosterol,CHEBI:27693,CHEBI:27693,CHEBI:27693
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
32P,CHEBI:37972,,
message,CHEBI:33695,,CHEBI:6783
esterified sterol,CHEBI:35915,,CHEBI:82869
Sterol,CHEBI:15889,CHEBI:15889,CHEBI:64696
chow,CHEBI:33290,,
sterols,CHEBI:15889,,CHEBI:64696
Esterified cholesterol,CHEBI:17002,,
sitosterol,CHEBI:27693,CHEBI:27693,CHEBI:27693
campesterol,CHEBI:28623,CHEBI:28623,CHEBI:28623
Lipid,CHEBI:18059,CHEBI:18059,CHEBI:35679
sterols,CHEBI:15889,,CHEBI:64696
triglyceride,CHEBI:17855,CHEBI:17855,CHEBI:17855
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
triglyceride,CHEBI:17855,CHEBI:17855,CHEBI:17855
message,CHEBI:33695,,CHEBI:6783
HMG CoA,CHEBI:11814,,CHEBI:15467
message,CHEBI:33695,,CHEBI:6783
HMG-CoA,CHEBI:11814,,CHEBI:15467
HMG-CoA,CHEBI:11814,,CHEBI:15467
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
phospholipid,CHEBI:16247,CHEBI:16247,CHEBI:16247
bile salt,CHEBI:22868,CHEBI:22868,CHEBI:22868
Bile salt,CHEBI:22868,CHEBI:22868,CHEBI:22868
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
phospholipid,CHEBI:16247,CHEBI:16247,CHEBI:16247
Bile salt,CHEBI:22868,CHEBI:22868,CHEBI:22868
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
phospholipid,CHEBI:16247,CHEBI:16247,CHEBI:16247
bile salt,CHEBI:22868,CHEBI:22868,CHEBI:22868
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
phospholipid,CHEBI:16247,CHEBI:16247,CHEBI:16247
bile salt,CHEBI:22868,CHEBI:22868,CHEBI:22868
TUDC,CHEBI:80774,,CHEBI:80774
TUDC,CHEBI:80774,,CHEBI:80774
bile salts,CHEBI:22868,,CHEBI:22868
sterols,CHEBI:15889,,CHEBI:64696
phospholipid,CHEBI:16247,CHEBI:16247,CHEBI:16247
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
sitosterol,CHEBI:27693,CHEBI:27693,CHEBI:27693
sterols,CHEBI:15889,,CHEBI:64696
bile salt,CHEBI:22868,CHEBI:22868,CHEBI:22868
TUDC,CHEBI:80774,,CHEBI:80774
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
TUDC,CHEBI:80774,,CHEBI:80774
sitosterol,CHEBI:27693,CHEBI:27693,CHEBI:27693
campesterol,CHEBI:28623,CHEBI:28623,CHEBI:28623
sterols,CHEBI:15889,,CHEBI:64696
TUDC,CHEBI:80774,,CHEBI:80774
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
chow,CHEBI:33290,,
Dopamine,CHEBI:18243,CHEBI:18243,CHEBI:139339
Dopamine,CHEBI:18243,CHEBI:18243,CHEBI:139339
dopamine,CHEBI:18243,CHEBI:18243,CHEBI:18243
dopamine,CHEBI:18243,CHEBI:18243,CHEBI:18243
dopamine,CHEBI:18243,CHEBI:18243,CHEBI:18243
food,CHEBI:33290,CHEBI:33290,CHEBI:33290
dopamine,CHEBI:18243,CHEBI:18243,CHEBI:18243
food,CHEBI:33290,CHEBI:33290,CHEBI:33290
food,CHEBI:33290,CHEBI:33290,CHEBI:33290
dopamine,CHEBI:18243,CHEBI:18243,CHEBI:18243
food,CHEBI:33290,CHEBI:33290,CHEBI:33290
dopamine,CHEBI:18243,CHEBI:18243,CHEBI:18243
dopamine,CHEBI:18243,CHEBI:18243,CHEBI:18243
dopamine,CHEBI:18243,CHEBI:18243,CHEBI:18243
dopamine,CHEBI:18243,CHEBI:18243,CHEBI:18243
food,CHEBI:33290,CHEBI:33290,CHEBI:33290
food,CHEBI:33290,CHEBI:33290,CHEBI:33290
